chrom	chrompos	abspos	bincount	ratio
chr9	108970175	1648129887	0	0.0
chr9	109249618	1648409330	0	0.0
chr9	109530242	1648689954	0	0.0
chr9	109808241	1648967953	0	0.0
chr9	110088109	1649247821	0	0.0
chr9	110365362	1649525074	0	0.0
chr9	110644259	1649803971	0	0.0
chr9	110923203	1650082915	0	0.0
chr9	111199945	1650359657	0	0.0
chr9	111482850	1650642562	0	0.0
chr9	111762167	1650921879	0	0.0
chr9	112038774	1651198486	0	0.0
chr9	112315683	1651475395	0	0.0
chr9	112593995	1651753707	0	0.0
chr9	112873641	1652033353	0	0.0
chr9	113153603	1652313315	0	0.0
chr9	113438598	1652598310	0	0.0
chr9	113721778	1652881490	0	0.0
chr9	114001893	1653161605	0	0.0
chr9	114280917	1653440629	0	0.0
chr9	114560623	1653720335	0	0.0
chr9	114837579	1653997291	0	0.0
chr9	115114310	1654274022	0	0.0
chr9	115392881	1654552593	0	0.0
chr9	115675242	1654834954	0	0.0
chr9	115992512	1655152224	0	0.0
chr9	116274913	1655434625	0	0.0
chr9	116551712	1655711424	0	0.0
chr9	116829045	1655988757	0	0.0
chr9	117110308	1656270020	0	0.0
chr9	117387092	1656546804	0	0.0
chr9	117664576	1656824288	0	0.0
chr9	117942455	1657102167	0	0.0
chr9	118221857	1657381569	0	0.0
chr9	118500455	1657660167	0	0.0
chr9	118784023	1657943735	0	0.0
chr9	119060665	1658220377	0	0.0
chr9	119339688	1658499400	0	0.0
chr9	119619368	1658779080	0	0.0
chr9	119899519	1659059231	0	0.0
chr9	120175948	1659335660	0	0.0
chr9	120453250	1659612962	0	0.0
chr9	120731106	1659890818	0	0.0
chr9	121009031	1660168743	0	0.0
chr9	121287591	1660447303	0	0.0
chr9	121564842	1660724554	0	0.0
chr9	121844864	1661004576	0	0.0
chr9	122126152	1661285864	0	0.0
chr9	122408799	1661568511	0	0.0
chr9	122686002	1661845714	0	0.0
chr9	122968683	1662128395	0	0.0
chr9	123247833	1662407545	0	0.0
chr9	123527501	1662687213	0	0.0
chr9	123804655	1662964367	0	0.0
chr9	124082314	1663242026	0	0.0
chr9	124362592	1663522304	0	0.0
chr9	124640360	1663800072	0	0.0
chr9	124917592	1664077304	0	0.0
chr9	125197058	1664356770	0	0.0
chr9	125480492	1664640204	0	0.0
chr9	125761210	1664920922	0	0.0
chr9	126038578	1665198290	0	0.0
chr9	126316671	1665476383	0	0.0
chr9	126593337	1665753049	0	0.0
chr9	126878749	1666038461	0	0.0
chr9	127155744	1666315456	0	0.0
chr9	127432619	1666592331	0	0.0
chr9	127709612	1666869324	0	0.0
chr9	127989467	1667149179	0	0.0
chr9	128267552	1667427264	0	0.0
chr9	128547465	1667707177	0	0.0
chr9	128824701	1667984413	0	0.0
chr9	129102092	1668261804	0	0.0
chr9	129379380	1668539092	0	0.0
chr9	129656364	1668816076	0	0.0
chr9	129937005	1669096717	0	0.0
chr9	130213793	1669373505	0	0.0
chr9	130490855	1669650567	0	0.0
chr9	130767586	1669927298	0	0.0
chr9	131044962	1670204674	0	0.0
chr9	131322523	1670482235	0	0.0
chr9	131600280	1670759992	0	0.0
chr9	131877716	1671037428	0	0.0
chr9	132154687	1671314399	0	0.0
chr9	132431321	1671591033	0	0.0
chr9	132708136	1671867848	0	0.0
chr9	132985286	1672144998	0	0.0
chr9	133412992	1672572704	0	0.0
chr9	133690752	1672850464	0	0.0
chr9	133967551	1673127263	0	0.0
chr9	134246737	1673406449	0	0.0
chr9	134523853	1673683565	0	0.0
chr9	134801193	1673960905	0	0.0
chr9	135078465	1674238177	0	0.0
chr9	135355626	1674515338	0	0.0
chr9	135634871	1674794583	0	0.0
chr9	135913228	1675072940	0	0.0
chr9	136198036	1675357748	0	0.0
chr9	136508911	1675668623	0	0.0
chr9	136786950	1675946662	0	0.0
chr9	137121117	1676280829	0	0.0
chr9	137399789	1676559501	0	0.0
chr9	137678903	1676838615	0	0.0
chr9	137957234	1677116946	0	0.0
chr9	138234110	1677393822	0	0.0
chr9	138513859	1677673571	0	0.0
chr9	138790578	1677950290	0	0.0
chr9	139085628	1678245340	0	0.0
chr9	139412785	1678572497	0	0.0
chr9	139690491	1678850203	0	0.0
chr9	139967824	1679127536	0	0.0
chr9	140246894	1679406606	0	0.0
chr9	140528662	1679688374	0	0.0
chr9	140808911	1679968623	0	0.0
chr10	0	1680373143	0	0.0
chr10	365957	1680739100	0	0.0
chr10	649299	1681022442	0	0.0
chr10	931953	1681305096	0	0.0
chr10	1211904	1681585047	0	0.0
chr10	1498073	1681871216	0	0.0
chr10	1777484	1682150627	0	0.0
chr10	2057227	1682430370	0	0.0
chr10	2335949	1682709092	0	0.0
chr10	2614461	1682987604	0	0.0
chr10	2892010	1683265153	0	0.0
chr10	3169858	1683543001	0	0.0
chr10	3448179	1683821322	0	0.0
chr10	3725638	1684098781	0	0.0
chr10	4003148	1684376291	0	0.0
chr10	4279942	1684653085	0	0.0
chr10	4556831	1684929974	0	0.0
chr10	4834347	1685207490	0	0.0
chr10	5129295	1685502438	0	0.0
chr10	5419841	1685792984	0	0.0
chr10	5697346	1686070489	0	0.0
chr10	5974273	1686347416	0	0.0
chr10	6251957	1686625100	0	0.0
chr10	6538819	1686911962	0	0.0
chr10	6818634	1687191777	0	0.0
chr10	7107850	1687480993	0	0.0
chr10	7388553	1687761696	0	0.0
chr10	7665730	1688038873	0	0.0
chr10	7943238	1688316381	0	0.0
chr10	8220236	1688593379	0	0.0
chr10	8497720	1688870863	0	0.0
chr10	8774552	1689147695	0	0.0
chr10	9053598	1689426741	0	0.0
chr10	9331140	1689704283	0	0.0
chr10	9613017	1689986160	0	0.0
chr10	9893367	1690266510	0	0.0
chr10	10174699	1690547842	0	0.0
chr10	10452687	1690825830	0	0.0
chr10	10738863	1691112006	0	0.0
chr10	11015811	1691388954	0	0.0
chr10	11292682	1691665825	0	0.0
chr10	11570550	1691943693	0	0.0
chr10	11852522	1692225665	0	0.0
chr10	12130237	1692503380	0	0.0
chr10	12408834	1692781977	0	0.0
chr10	12687803	1693060946	0	0.0
chr10	12966030	1693339173	0	0.0
chr10	13245266	1693618409	0	0.0
chr10	13524503	1693897646	0	0.0
chr10	13801319	1694174462	0	0.0
chr10	14078415	1694451558	0	0.0
chr10	14355189	1694728332	0	0.0
chr10	14633261	1695006404	0	0.0
chr10	14911774	1695284917	0	0.0
chr10	15191564	1695564707	0	0.0
chr10	15469050	1695842193	0	0.0
chr10	15748336	1696121479	0	0.0
chr10	16032225	1696405368	0	0.0
chr10	16312680	1696685823	0	0.0
chr10	16589770	1696962913	0	0.0
chr10	16866895	1697240038	0	0.0
chr10	17144210	1697517353	0	0.0
chr10	17422302	1697795445	0	0.0
chr10	17702568	1698075711	0	0.0
chr10	18360879	1698734022	0	0.0
chr10	18638021	1699011164	0	0.0
chr10	18915930	1699289073	0	0.0
chr10	19196609	1699569752	0	0.0
chr10	19483407	1699856550	0	0.0
chr10	19762977	1700136120	0	0.0
chr10	20044568	1700417711	0	0.0
chr10	20322671	1700695814	0	0.0
chr10	20601842	1700974985	0	0.0
chr10	20888940	1701262083	0	0.0
chr10	21170598	1701543741	0	0.0
chr10	21449876	1701823019	0	0.0
chr10	21728442	1702101585	0	0.0
chr10	22005564	1702378707	0	0.0
chr10	22284753	1702657896	0	0.0
chr10	22567635	1702940778	0	0.0
chr10	22849015	1703222158	0	0.0
chr10	23127287	1703500430	0	0.0
chr10	23406927	1703780070	0	0.0
chr10	23686629	1704059772	0	0.0
chr10	23968224	1704341367	0	0.0
chr10	24249561	1704622704	0	0.0
chr10	24528948	1704902091	0	0.0
chr10	24807244	1705180387	0	0.0
chr10	25086974	1705460117	0	0.0
chr10	25365250	1705738393	0	0.0
chr10	25647366	1706020509	0	0.0
chr10	25933446	1706306589	0	0.0
chr10	26212577	1706585720	0	0.0
chr10	26492913	1706866056	0	0.0
chr10	26770743	1707143886	0	0.0
chr10	27049983	1707423126	0	0.0
chr10	27329356	1707702499	0	0.0
chr10	27611674	1707984817	0	0.0
chr10	27891188	1708264331	0	0.0
chr10	28171005	1708544148	0	0.0
chr10	28450240	1708823383	0	0.0
chr10	28727593	1709100736	0	0.0
chr10	29005441	1709378584	0	0.0
chr10	29282971	1709656114	0	0.0
chr10	29559867	1709933010	0	0.0
chr10	29842075	1710215218	0	0.0
chr10	30121961	1710495104	0	0.0
chr10	30398958	1710772101	0	0.0
chr10	30675814	1711048957	0	0.0
chr10	30956057	1711329200	0	0.0
chr10	31236223	1711609366	0	0.0
chr10	31519401	1711892544	0	0.0
chr10	31809764	1712182907	0	0.0
chr10	32088360	1712461503	0	0.0
chr10	32369162	1712742305	0	0.0
chr10	32647143	1713020286	0	0.0
chr10	32929942	1713303085	0	0.0
chr10	33216994	1713590137	0	0.0
chr10	33494546	1713867689	0	0.0
chr10	33771346	1714144489	0	0.0
chr10	34053355	1714426498	0	0.0
chr10	34331222	1714704365	0	0.0
chr10	34608548	1714981691	0	0.0
chr10	34885718	1715258861	0	0.0
chr10	35162672	1715535815	0	0.0
chr10	35440216	1715813359	0	0.0
chr10	35718250	1716091393	0	0.0
chr10	36000383	1716373526	0	0.0
chr10	36281385	1716654528	0	0.0
chr10	36561993	1716935136	0	0.0
chr10	36842437	1717215580	0	0.0
chr10	37119829	1717492972	0	0.0
chr10	37406754	1717779897	0	0.0
chr10	37708133	1718081276	0	0.0
chr10	37988997	1718362140	0	0.0
chr10	38271529	1718644672	0	0.0
chr10	38561368	1718934511	0	0.0
chr10	38947796	1719320939	0	0.0
chr10	42450648	1722823791	0	0.0
chr10	42823646	1723196789	0	0.0
chr10	43111046	1723484189	0	0.0
chr10	43394114	1723767257	0	0.0
chr10	43672315	1724045458	0	0.0
chr10	43951046	1724324189	0	0.0
chr10	44231232	1724604375	0	0.0
chr10	44509183	1724882326	0	0.0
chr10	44794470	1725167613	0	0.0
chr10	45077469	1725450612	0	0.0
chr10	45355114	1725728257	0	0.0
chr10	45635948	1726009091	0	0.0
chr10	45919068	1726292211	0	0.0
chr10	46220189	1726593332	0	0.0
chr10	47124528	1727497671	0	0.0
chr10	47984281	1728357424	0	0.0
chr10	48549157	1728922300	0	0.0
chr10	49445254	1729818397	0	0.0
chr10	49722054	1730095197	0	0.0
chr10	50000544	1730373687	0	0.0
chr10	50277826	1730650969	0	0.0
chr10	50558855	1730931998	0	0.0
chr10	50836483	1731209626	0	0.0
chr10	51276524	1731649667	0	0.0
chr10	52023210	1732396353	0	0.0
chr10	52304150	1732677293	0	0.0
chr10	52617984	1732991127	0	0.0
chr10	52895623	1733268766	0	0.0
chr10	53175931	1733549074	0	0.0
chr10	53456016	1733829159	0	0.0
chr10	53735597	1734108740	0	0.0
chr10	54020845	1734393988	0	0.0
chr10	54301072	1734674215	0	0.0
chr10	54581487	1734954630	0	0.0
chr10	54858625	1735231768	0	0.0
chr10	55139192	1735512335	0	0.0
chr10	55421202	1735794345	0	0.0
chr10	55703191	1736076334	0	0.0
chr10	55985054	1736358197	0	0.0
chr10	56263710	1736636853	0	0.0
chr10	56544405	1736917548	0	0.0
chr10	56822587	1737195730	0	0.0
chr10	57102878	1737476021	0	0.0
chr10	57385441	1737758584	0	0.0
chr10	57669664	1738042807	0	0.0
chr10	57947800	1738320943	0	0.0
chr10	58229084	1738602227	0	0.0
chr10	58510840	1738883983	0	0.0
chr10	58789078	1739162221	0	0.0
chr10	59067375	1739440518	0	0.0
chr10	59347365	1739720508	0	0.0
chr10	59624896	1739998039	0	0.0
chr10	59903215	1740276358	0	0.0
chr10	60182706	1740555849	0	0.0
chr10	60463803	1740836946	0	0.0
chr10	60742916	1741116059	0	0.0
chr10	61023014	1741396157	0	0.0
chr10	61304286	1741677429	0	0.0
chr10	61584325	1741957468	0	0.0
chr10	61861153	1742234296	0	0.0
chr10	62138075	1742511218	0	0.0
chr10	62416386	1742789529	0	0.0
chr10	62696505	1743069648	0	0.0
chr10	62975854	1743348997	0	0.0
chr10	63253837	1743626980	0	0.0
chr10	63532092	1743905235	0	0.0
chr10	63809617	1744182760	0	0.0
chr10	64086833	1744459976	0	0.0
chr10	64368936	1744742079	0	0.0
chr10	64650195	1745023338	0	0.0
chr10	64930450	1745303593	0	0.0
chr10	65207320	1745580463	0	0.0
chr10	65484333	1745857476	0	0.0
chr10	65766186	1746139329	0	0.0
chr10	66047919	1746421062	0	0.0
chr10	66327116	1746700259	0	0.0
chr10	66606246	1746979389	0	0.0
chr10	66887250	1747260393	0	0.0
chr10	67165482	1747538625	0	0.0
chr10	67444956	1747818099	0	0.0
chr10	67722382	1748095525	0	0.0
chr10	67999210	1748372353	0	0.0
chr10	68279694	1748652837	0	0.0
chr10	68558720	1748931863	0	0.0
chr10	68836366	1749209509	0	0.0
chr10	69116697	1749489840	0	0.0
chr10	69407684	1749780827	0	0.0
chr10	69692602	1750065745	0	0.0
chr10	69969412	1750342555	0	0.0
chr10	70246725	1750619868	0	0.0
chr10	70524727	1750897870	0	0.0
chr10	70802387	1751175530	0	0.0
chr10	71080233	1751453376	0	0.0
chr10	71357174	1751730317	0	0.0
chr10	71634065	1752007208	0	0.0
chr10	71912546	1752285689	0	0.0
chr10	72190093	1752563236	0	0.0
chr10	72469621	1752842764	0	0.0
chr10	72747261	1753120404	0	0.0
chr10	73024887	1753398030	0	0.0
chr10	73301622	1753674765	0	0.0
chr10	73578467	1753951610	0	0.0
chr10	73857042	1754230185	0	0.0
chr10	74134293	1754507436	0	0.0
chr10	74412979	1754786122	0	0.0
chr10	74690287	1755063430	0	0.0
chr10	74970020	1755343163	0	0.0
chr10	75251543	1755624686	0	0.0
chr10	75546649	1755919792	0	0.0
chr10	75823945	1756197088	0	0.0
chr10	76103657	1756476800	0	0.0
chr10	76383092	1756756235	0	0.0
chr10	76659993	1757033136	0	0.0
chr10	76937043	1757310186	0	0.0
chr10	77215180	1757588323	0	0.0
chr10	77495471	1757868614	0	0.0
chr10	77772936	1758146079	0	0.0
chr10	78053311	1758426454	0	0.0
chr10	78331744	1758704887	0	0.0
chr10	78619902	1758993045	0	0.0
chr10	78896845	1759269988	0	0.0
chr10	79173900	1759547043	0	0.0
chr10	79452448	1759825591	0	0.0
chr10	79729804	1760102947	0	0.0
chr10	80014346	1760387489	0	0.0
chr10	80291487	1760664630	0	0.0
chr10	80570499	1760943642	0	0.0
chr10	80847145	1761220288	0	0.0
chr10	81125125	1761498268	0	0.0
chr10	81420349	1761793492	0	0.0
chr10	81796134	1762169277	0	0.0
chr10	82087883	1762461026	0	0.0
chr10	82367673	1762740816	0	0.0
chr10	82651704	1763024847	0	0.0
chr10	82929148	1763302291	0	0.0
chr10	83207758	1763580901	0	0.0
chr10	83489671	1763862814	0	0.0
chr10	83770574	1764143717	0	0.0
chr10	84049548	1764422691	0	0.0
chr10	84330095	1764703238	0	0.0
chr10	84609336	1764982479	0	0.0
chr10	84886498	1765259641	0	0.0
chr10	85166682	1765539825	0	0.0
chr10	85444801	1765817944	0	0.0
chr10	85727943	1766101086	0	0.0
chr10	86006742	1766379885	0	0.0
chr10	86288837	1766661980	0	0.0
chr10	86576105	1766949248	0	0.0
chr10	86856381	1767229524	0	0.0
chr10	87142152	1767515295	0	0.0
chr10	87421535	1767794678	0	0.0
chr10	87704774	1768077917	0	0.0
chr10	87983164	1768356307	0	0.0
chr10	88261477	1768634620	0	0.0
chr10	88539406	1768912549	0	0.0
chr10	88823887	1769197030	0	0.0
chr10	89282834	1769655977	0	0.0
chr10	89560282	1769933425	0	0.0
chr10	89838243	1770211386	0	0.0
chr10	90115855	1770488998	0	0.0
chr10	90395433	1770768576	0	0.0
chr10	90672471	1771045614	0	0.0
chr10	90950513	1771323656	0	0.0
chr10	91229992	1771603135	0	0.0
chr10	91506895	1771880038	0	0.0
chr10	91788719	1772161862	0	0.0
chr10	92075150	1772448293	0	0.0
chr10	92352806	1772725949	0	0.0
chr10	92631646	1773004789	0	0.0
chr10	92910290	1773283433	0	0.0
chr10	93195344	1773568487	0	0.0
chr10	93485030	1773858173	0	0.0
chr10	93766496	1774139639	0	0.0
chr10	94045400	1774418543	0	0.0
chr10	94324728	1774697871	0	0.0
chr10	94603773	1774976916	0	0.0
chr10	94881583	1775254726	0	0.0
chr10	95158600	1775531743	0	0.0
chr10	95437906	1775811049	0	0.0
chr10	95715998	1776089141	0	0.0
chr10	95995106	1776368249	0	0.0
chr10	96272263	1776645406	0	0.0
chr10	96552285	1776925428	0	0.0
chr10	96846138	1777219281	0	0.0
chr10	97127685	1777500828	0	0.0
chr10	97404733	1777777876	0	0.0
chr10	97684203	1778057346	0	0.0
chr10	97963572	1778336715	0	0.0
chr10	98240400	1778613543	0	0.0
chr10	98518761	1778891904	0	0.0
chr10	98797773	1779170916	0	0.0
chr10	99076798	1779449941	0	0.0
chr10	99356599	1779729742	0	0.0
chr10	99634554	1780007697	0	0.0
chr10	99912466	1780285609	0	0.0
chr10	100192165	1780565308	0	0.0
chr10	100474810	1780847953	0	0.0
chr10	100767878	1781141021	0	0.0
chr10	101051126	1781424269	0	0.0
chr10	101329510	1781702653	0	0.0
chr10	101615491	1781988634	0	0.0
chr10	101897769	1782270912	0	0.0
chr10	102177915	1782551058	0	0.0
chr10	102457212	1782830355	0	0.0
chr10	102735466	1783108609	0	0.0
chr10	103012317	1783385460	0	0.0
chr10	103290503	1783663646	0	0.0
chr10	103567561	1783940704	0	0.0
chr10	103844914	1784218057	0	0.0
chr10	104123001	1784496144	0	0.0
chr10	104400407	1784773550	0	0.0
chr10	104678334	1785051477	0	0.0
chr10	104957015	1785330158	0	0.0
chr10	105234812	1785607955	0	0.0
chr10	105512309	1785885452	0	0.0
chr10	105789327	1786162470	0	0.0
chr10	106066399	1786439542	0	0.0
chr10	106346717	1786719860	0	0.0
chr10	106626604	1786999747	0	0.0
chr10	106905274	1787278417	0	0.0
chr10	107189948	1787563091	0	0.0
chr10	107470446	1787843589	0	0.0
chr10	107755770	1788128913	0	0.0
chr10	108034544	1788407687	0	0.0
chr10	108312134	1788685277	0	0.0
chr10	108589071	1788962214	0	0.0
chr10	108870808	1789243951	0	0.0
chr10	109148263	1789521406	0	0.0
chr10	109428186	1789801329	0	0.0
chr10	109705389	1790078532	0	0.0
chr10	109988174	1790361317	0	0.0
chr10	110272957	1790646100	0	0.0
chr10	110550658	1790923801	0	0.0
chr10	110829305	1791202448	0	0.0
chr10	111114327	1791487470	0	0.0
chr10	111396407	1791769550	0	0.0
chr10	111687563	1792060706	0	0.0
chr10	111965112	1792338255	0	0.0
chr10	112242275	1792615418	0	0.0
chr10	112519292	1792892435	0	0.0
chr10	112798242	1793171385	0	0.0
chr10	113078065	1793451208	0	0.0
chr10	113359956	1793733099	0	0.0
chr10	113645097	1794018240	0	0.0
chr10	113929012	1794302155	0	0.0
chr10	114210382	1794583525	0	0.0
chr10	114488612	1794861755	0	0.0
chr10	114765477	1795138620	0	0.0
chr10	115042408	1795415551	0	0.0
chr10	115319560	1795692703	0	0.0
chr10	115598376	1795971519	0	0.0
chr10	115875699	1796248842	0	0.0
chr10	116152751	1796525894	0	0.0
chr10	116431014	1796804157	0	0.0
chr10	116709127	1797082270	0	0.0
chr10	116990594	1797363737	0	0.0
chr10	117273225	1797646368	0	0.0
chr10	117555006	1797928149	0	0.0
chr10	117832693	1798205836	0	0.0
chr10	118109605	1798482748	0	0.0
chr10	118388281	1798761424	0	0.0
chr10	118666015	1799039158	0	0.0
chr10	118948354	1799321497	0	0.0
chr10	119225279	1799598422	0	0.0
chr10	119501977	1799875120	0	0.0
chr10	119783769	1800156912	0	0.0
chr10	120061641	1800434784	0	0.0
chr10	120338864	1800712007	0	0.0
chr10	120616915	1800990058	0	0.0
chr10	120895163	1801268306	0	0.0
chr10	121174632	1801547775	0	0.0
chr10	121451682	1801824825	0	0.0
chr10	121729857	1802103000	0	0.0
chr10	122011921	1802385064	0	0.0
chr10	122291827	1802664970	0	0.0
chr10	122569821	1802942964	0	0.0
chr10	122856411	1803229554	0	0.0
chr10	123134200	1803507343	0	0.0
chr10	123411242	1803784385	0	0.0
chr10	123688512	1804061655	0	0.0
chr10	123966407	1804339550	0	0.0
chr10	124243515	1804616658	0	0.0
chr10	124544308	1804917451	0	0.0
chr10	124828774	1805201917	0	0.0
chr10	125107694	1805480837	0	0.0
chr10	125384401	1805757544	0	0.0
chr10	125661145	1806034288	0	0.0
chr10	125988484	1806361627	0	0.0
chr10	126265477	1806638620	0	0.0
chr10	126542875	1806916018	0	0.0
chr10	126819927	1807193070	0	0.0
chr10	127098266	1807471409	0	0.0
chr10	127379067	1807752210	0	0.0
chr10	127662602	1808035745	0	0.0
chr10	127939886	1808313029	0	0.0
chr10	128218089	1808591232	0	0.0
chr10	128498939	1808872082	0	0.0
chr10	128930077	1809303220	0	0.0
chr10	129207849	1809580992	0	0.0
chr10	129486242	1809859385	0	0.0
chr10	129764442	1810137585	0	0.0
chr10	130042195	1810415338	0	0.0
chr10	130319293	1810692436	0	0.0
chr10	130596572	1810969715	0	0.0
chr10	130874003	1811247146	0	0.0
chr10	131150790	1811523933	0	0.0
chr10	131429297	1811802440	0	0.0
chr10	131709334	1812082477	0	0.0
chr10	131986964	1812360107	0	0.0
chr10	132266945	1812640088	0	0.0
chr10	132546257	1812919400	0	0.0
chr10	132825518	1813198661	0	0.0
chr10	133103454	1813476597	0	0.0
chr10	133431758	1813804901	0	0.0
chr10	133762461	1814135604	0	0.0
chr10	134042565	1814415708	0	0.0
chr10	134321390	1814694533	0	0.0
chr10	134600852	1814973995	0	0.0
chr10	134883989	1815257132	0	0.0
chr10	135164893	1815538036	0	0.0
chr11	0	1815907890	0	0.0
chr11	449374	1816357264	0	0.0
chr11	730120	1816638010	0	0.0
chr11	1008373	1816916263	0	0.0
chr11	1339826	1817247716	0	0.0
chr11	1622640	1817530530	0	0.0
chr11	1905421	1817813311	0	0.0
chr11	2182746	1818090636	0	0.0
chr11	2462360	1818370250	0	0.0
chr11	2740583	1818648473	0	0.0
chr11	3017658	1818925548	0	0.0
chr11	3366117	1819274007	0	0.0
chr11	3667537	1819575427	0	0.0
chr11	3947245	1819855135	0	0.0
chr11	4232800	1820140690	0	0.0
chr11	4579771	1820487661	0	0.0
chr11	4858207	1820766097	0	0.0
chr11	5137746	1821045636	0	0.0
chr11	5422972	1821330862	0	0.0
chr11	5707580	1821615470	0	0.0
chr11	5989477	1821897367	0	0.0
chr11	6277306	1822185196	0	0.0
chr11	6554393	1822462283	0	0.0
chr11	6832820	1822740710	0	0.0
chr11	7116891	1823024781	0	0.0
chr11	7400702	1823308592	0	0.0
chr11	7678119	1823586009	0	0.0
chr11	7972697	1823880587	0	0.0
chr11	8253538	1824161428	0	0.0
chr11	8533731	1824441621	0	0.0
chr11	8811083	1824718973	0	0.0
chr11	9090590	1824998480	0	0.0
chr11	9367669	1825275559	0	0.0
chr11	9648320	1825556210	0	0.0
chr11	9926337	1825834227	0	0.0
chr11	10207571	1826115461	0	0.0
chr11	10488237	1826396127	0	0.0
chr11	10766016	1826673906	0	0.0
chr11	11043094	1826950984	0	0.0
chr11	11321933	1827229823	0	0.0
chr11	11598548	1827506438	0	0.0
chr11	11877232	1827785122	0	0.0
chr11	12154985	1828062875	0	0.0
chr11	12433512	1828341402	0	0.0
chr11	12710287	1828618177	0	0.0
chr11	12987194	1828895084	0	0.0
chr11	13264917	1829172807	0	0.0
chr11	13545626	1829453516	0	0.0
chr11	13829815	1829737705	0	0.0
chr11	14111139	1830019029	0	0.0
chr11	14391013	1830298903	0	0.0
chr11	14673431	1830581321	0	0.0
chr11	14964927	1830872817	0	0.0
chr11	15243818	1831151708	0	0.0
chr11	15522170	1831430060	0	0.0
chr11	15799000	1831706890	0	0.0
chr11	16075546	1831983436	0	0.0
chr11	16353933	1832261823	0	0.0
chr11	16636856	1832544746	0	0.0
chr11	16915671	1832823561	0	0.0
chr11	17197502	1833105392	0	0.0
chr11	17476631	1833384521	0	0.0
chr11	17753261	1833661151	0	0.0
chr11	18029716	1833937606	0	0.0
chr11	18314466	1834222356	0	0.0
chr11	18591654	1834499544	0	0.0
chr11	18870486	1834778376	0	0.0
chr11	19153510	1835061400	0	0.0
chr11	19433978	1835341868	0	0.0
chr11	19713467	1835621357	0	0.0
chr11	19991643	1835899533	0	0.0
chr11	20268475	1836176365	0	0.0
chr11	20545190	1836453080	0	0.0
chr11	20827915	1836735805	0	0.0
chr11	21105387	1837013277	0	0.0
chr11	21383816	1837291706	0	0.0
chr11	21663070	1837570960	0	0.0
chr11	21943748	1837851638	0	0.0
chr11	22226442	1838134332	0	0.0
chr11	22506909	1838414799	0	0.0
chr11	22791819	1838699709	0	0.0
chr11	23073323	1838981213	0	0.0
chr11	23361774	1839269664	0	0.0
chr11	23640581	1839548471	0	0.0
chr11	23919836	1839827726	0	0.0
chr11	24198246	1840106136	0	0.0
chr11	24485214	1840393104	0	0.0
chr11	24762629	1840670519	0	0.0
chr11	25044532	1840952422	0	0.0
chr11	25326369	1841234259	0	0.0
chr11	25608471	1841516361	0	0.0
chr11	25892876	1841800766	0	0.0
chr11	26172264	1842080154	0	0.0
chr11	26450930	1842358820	0	0.0
chr11	26730233	1842638123	0	0.0
chr11	27012610	1842920500	0	0.0
chr11	27295289	1843203179	0	0.0
chr11	27573157	1843481047	0	0.0
chr11	27853697	1843761587	0	0.0
chr11	28134980	1844042870	0	0.0
chr11	28422589	1844330479	0	0.0
chr11	28701361	1844609251	0	0.0
chr11	28979181	1844887071	0	0.0
chr11	29260345	1845168235	0	0.0
chr11	29542908	1845450798	0	0.0
chr11	29825285	1845733175	0	0.0
chr11	30107026	1846014916	0	0.0
chr11	30387204	1846295094	0	0.0
chr11	30664005	1846571895	0	0.0
chr11	30941758	1846849648	0	0.0
chr11	31220458	1847128348	0	0.0
chr11	31504033	1847411923	0	0.0
chr11	31786657	1847694547	0	0.0
chr11	32065065	1847972955	0	0.0
chr11	32342826	1848250716	0	0.0
chr11	32621053	1848528943	0	0.0
chr11	32902830	1848810720	0	0.0
chr11	33183060	1849090950	0	0.0
chr11	33461243	1849369133	0	0.0
chr11	33743536	1849651426	0	0.0
chr11	34021398	1849929288	0	0.0
chr11	34298686	1850206576	0	0.0
chr11	34575433	1850483323	0	0.0
chr11	34858118	1850766008	0	0.0
chr11	35137840	1851045730	0	0.0
chr11	35414533	1851322423	0	0.0
chr11	35693792	1851601682	0	0.0
chr11	35975932	1851883822	0	0.0
chr11	36253261	1852161151	0	0.0
chr11	36532423	1852440313	0	0.0
chr11	36818731	1852726621	0	0.0
chr11	37098344	1853006234	0	0.0
chr11	37378689	1853286579	0	0.0
chr11	37658493	1853566383	0	0.0
chr11	37938214	1853846104	0	0.0
chr11	38216910	1854124800	0	0.0
chr11	38495975	1854403865	0	0.0
chr11	38773917	1854681807	0	0.0
chr11	39054368	1854962258	0	0.0
chr11	39333046	1855240936	0	0.0
chr11	39612748	1855520638	0	0.0
chr11	39897703	1855805593	0	0.0
chr11	40178089	1856085979	0	0.0
chr11	40456117	1856364007	0	0.0
chr11	40737155	1856645045	0	0.0
chr11	41017091	1856924981	0	0.0
chr11	41294369	1857202259	0	0.0
chr11	41572283	1857480173	0	0.0
chr11	41851867	1857759757	0	0.0
chr11	42129327	1858037217	0	0.0
chr11	42409943	1858317833	0	0.0
chr11	42693064	1858600954	0	0.0
chr11	42978506	1858886396	0	0.0
chr11	43259557	1859167447	0	0.0
chr11	43541287	1859449177	0	0.0
chr11	43822394	1859730284	0	0.0
chr11	44099472	1860007362	0	0.0
chr11	44376381	1860284271	0	0.0
chr11	44653766	1860561656	0	0.0
chr11	44931247	1860839137	0	0.0
chr11	45211399	1861119289	0	0.0
chr11	45488594	1861396484	0	0.0
chr11	45766533	1861674423	0	0.0
chr11	46044246	1861952136	0	0.0
